94,HCA Holdings Inc.,
95,American Express Company,
96,Tyson Foods Inc.,
97,Deere & Company,
98,Murphy Oil Corporation,
99,Philip Morris International Inc.,
100,Nationwide Mutual Insurance Co.,
101,Tesoro Corporation,
102,3M Company,
103,Time Warner Inc.,
104,Northrop Grumman Corporation,
105,DIRECTV,
106,Publix Super Markets Inc.,
107,McDonald’s Corporation,
108,Avnet Inc.,
109,Tech Data Corporation,
110,Macy’s Inc.,
111,International Paper Company,
112,The Travelers Companies Inc.,
113,Rite Aid Corporation,
114,Staples Inc.,
115,Alcoa Inc.,
116,Northwestern Mutual Life Insurance Company Inc.,
117,Raytheon Company,
118,Halliburton Company,
119,Eli Lilly and Company,
120,Emerson Electric Co.,
121,Massachusetts Mutual Life Insurance Company,
122,Occidental Petroleum Corporation,
123,AMR Corporation,
124,Fluor Corporation,
125,The TJX Companies Inc.,
126,The Goodyear Tire & Rubber Company,
127,Xerox Corporation,
128,Aflac Incorporated,
129,Manpower Inc.,
130,CIGNA Corporation,
131,The Hartford Financial Services Group Inc.,
132,U.S. Bancorp,
133,Arrow Electronics Inc,
134,Bristol-Myers Squibb Company,
135,Freeport-McMoRan Copper & Gold Inc.,
136,Nike Inc.,
137,Kimberly-Clark Corporation,
138,Nucor Corporation,
139,EMC Corporation,
140,United States Steel Corporation,
141,Baker Hughes Incorporated,
142,Time Warner Cable Inc.,
143,Union Pacific Corporation,
144,United Services Automobile Association,
145,Exelon Corporation,
146,Kohl’s Corporation,
147,Whirlpool Corporation,
148,Capital One Financial Corporation,
149,Illinois Tool Works Inc.,
150,Cummins Inc.,
151,The AES Corporation,
152,The Southern Company,
153,J.C. Penney Company Inc.,
154,Apache Corporation,
155,Colgate-Palmolive Company,
156,Altria Group Inc.,
157,Jabil Circuit Inc.,
158,Danaher Corporation,
159,PACCAR Inc,
160,FirstEnergy Corp.,
161,TRW Automotive Holdings Corp.,
162,Computer Sciences Corporation,
163,Eaton Corporation,
164,Medtronic Inc.,
165,The PNC Financial Services Group Inc.,
166,The Bank of New York Mellon Corporation,
167,Southwest Airlines Co.,
168,Amgen Inc.,
169,The Progressive Corporation,
170,HollyFrontier Corporation,
171,CenturyLink Inc.,
172,NextEra Energy Inc.,
173,Marathon Oil Corporation,
174,L-3 Communications Holdings Inc.,
175,Oneok Inc.,
176,American Electric Power Company Inc.,
177,Viacom Inc.,
178,Qualcomm Incorporated,
179,PG&E Corporation,
180,PPG Industries Inc.,
181,General Mills Inc.,
182,Global Partners LP,
183,Dollar General Corporation,
184,National Oilwell Varco Inc.,
185,The Gap Inc.,
186,Duke Energy Corporation,
187,Dominion Resources Inc.,
188,CBS Corporation,
189,Lear Corporation,
190,Loews Corporation,
191,DISH Network Corporation,
192,Anadarko Petroleum Corporation,
193,Navistar International Corporation,
194,Toys “R” Us Inc.,
195,Baxter International Inc.,
196,Omnicom Group Inc.,
197,AutoNation Inc.,
198,Community Health Systems Inc.,
199,Constellation Energy Group Inc.,
200,Texas Instruments Incorporated,
201,Ally Financial Inc.,
202,The Chubb Corporation,
203,Waste Management Inc.,
204,Aramark Corporation,
205,Kellogg Company,
206,Motorola Mobility Holdings Inc.,
207,Dean Foods Company,
208,US Airways Group Inc.,
209,Consolidated Edison Inc.,
210,Land O’Lakes Inc.,
211,Edison International,
212,PPL Corporation,
213,Yum! Brands Inc.,
214,Genuine Parts Company,
215,ConAgra Foods Inc.,
216,Parker-Hannifin Corporation,
217,Marriott International Inc.,
218,Smithfield Foods Inc.,
219,Coventry Health Care Inc.,
220,Sara Lee Corporation,
221,Health Net Inc.,
222,Penske Automotive Group Inc.,
223,Icahn Enterprises L.P.,
224,Monsanto Company,
225,Thermo Fisher Scientific Inc.,
226,CSX Corporation,
227,Starbucks Corporation,
228,eBay Inc.,
229,Chesapeake Energy Corporation,
230,Liberty Interactive Corporation,
231,Marsh & McLennan Companies Inc.,
232,Devon Energy Corporation,
233,Office Depot Inc.,
234,Avon Products Inc.,
235,Aon Corporation,
236,Textron Inc.,
237,Huntsman Corporation,
238,Praxair Inc.,
239,Entergy Corporation,
240,Public Service Enterprise Group Inc.,
241,Norfolk Southern Corporation,
242,Nordstrom Inc.,
243,First Data Corporation,
244,H.J. Heinz Company,
245,SAIC Inc.,
246,Xcel Energy Inc.,
247,Lincoln National Corporation,
248,Ameriprise Financial Inc.,
249,R.R. Donnelley & Sons Company,
250,Guardian Life Ins. Co. of America,
251,Applied Materials Inc.,
252,Stanley Black & Decker Inc.,
253,Synnex Corporation,
254,Jacobs Engineering Group Inc.,
255,Peter Kiewit Sons’ Inc.,
256,Limited Brands Inc.,
257,Newmont Mining Corporation,
258,Genworth Financial Inc.,
259,C. H. Robinson Worldwide Inc.,
260,Unum Group,
261,Liberty Global Inc.,
262,State Street Corporation,
263,EOG Resources Inc.,
264,Whole Foods Market Inc.,
265,Air Products & Chemicals Inc.,
266,Sempra Energy,
267,BB&T Corporation,
268,The Mosaic Company,
269,Automatic Data Processing Inc.,
270,CDW Corporation,
271,SunTrust Banks Inc.,
272,Tenet Healthcare Corporation,
273,GameStop Corp.,
274,Motorola Solutions, Inc.
275,URS Corporation,
276,Western Digital Corporation,
277,V.F. Corporation,
278,Las Vegas Sands Corp.,
279,CarMax Inc.,
280,KBR Inc.,
281,Visa Inc.,
282,Enbridge Energy Partners L.P.,
283,BlackRock Inc.,
284,NRG Energy Inc.,
285,Western Refining Inc.,
286,Progress Energy Inc.,
287,DTE Energy Company,
288,Caesars Entertainment Corporation,
289,Reinsurance Group of America Incorporated,
291,Micron Technology Inc.,
292,AGCO Corporation,
293,The Sherwin-Williams Company,
294,Bed Bath & Beyond Inc.,
295,Principal Financial Group Inc.,
296,Crown Holdings Inc.,
297,Ball Corporation,
298,Owens & Minor Inc.,
299,Ross Stores Inc.,
300,Discover Financial Services,
301,Family Dollar Stores Inc.,
302,Reynolds American Inc.,
303,Henry Schein Inc.,
304,Dover Corporation,
305,CenterPoint Energy Inc.,
306,Gilead Sciences Inc.,
307,Ashland Inc.,
308,Stryker Corporation,
309,Hertz Global Holdings Inc.,
310,Assurant Inc.,
311,Kinder Morgan Inc.,
312,Energy Transfer Equity L.P.,
313,Autoliv Inc.,
314,Republic Services Inc.,
315,Reliance Steel & Aluminum Co.,
316,Peabody Energy Corporation,
317,The Great Atlantic & Pacific Tea Company Inc.,
318,W.W. Grainger Inc.,
319,Goodrich Corporation,
320,AutoZone Inc.,
321,Visteon Corporation,
322,AECOM Technology Corporation,
323,Steel Dynamics Inc.,
324,Coca-Cola Enterprises Inc.,
325,The Williams Companies Inc.,
326,Commercial Metals Company,
327,Hormel Foods Corporation,
328,Corning Incorporated,
329,TravelCenters of America LLC,
330,Sonic Automotive Inc.,
331,MGM Resorts International,
332,Thrivent Financial for Lutherans,
333,Becton Dickinson and Company,
334,Campbell Soup Company,
335,Boston Scientific Corporation,
336,Dana Holding Corporation,
337,Oshkosh Corporation,
338,Masco Corporation,
339,Universal Health Services Inc.,
340,Ameren Corporation,
341,Quest Diagnostics Incorporated,
342,Darden Restaurants Inc.,
343,Regions Financial Corporation,
344,Broadcom Corporation,
345,Owens-Illinois Inc.,
346,Eastman Chemical Company,
347,The Pantry Inc.,
348,Cablevision Systems Corporation,
349,Dole Food Company Inc.,
350,Tenneco Inc.,
351,Charter Communications Inc.,
352,Spectrum Group International Inc.,
353,Franklin Resources Inc.,
354,OfficeMax Incorporated,
355,BorgWarner Inc.,
356,Alpha Natural Resources Inc.,
357,Energy Future Holdings Corp.,
358,The Interpublic Group of Companies Inc.,
359,DaVita Inc.,
360,Barnes & Noble Inc.,
361,Targa Resources Corp.,
362,Cameron International Corporation,
363,Winn-Dixie Stores Inc.,
364,Calpine Corporation,
365,Ecolab Inc.,
366,Cliffs Natural Resources Inc.,
367,Avery Dennison Corporation,
368,Celanese Corporation,
369,NII Holdings Inc.,
370,MasterCard Incorporated,
371,Jarden Corporation,
372,Fifth Third Bancorp,
373,Dollar Tree Inc.,
374,Weyerhaeuser Company,
375,Agilent Technologies Inc.,
376,Sanmina-SCI Corporation,
377,NuStar Energy L.P.,
378,Advanced Micro Devices Inc.,
379,Terex Corporation,
380,CMS Energy Corporation,
381,AK Steel Holding Corporation,
382,American Family Ins. Group,
383,Dillard’s Inc.,
384,The McGraw-Hill Companies Inc.,
385,AMERIGROUP Corporation,
386,Anixter International Inc.,
387,Precision Castparts Corp.,
388,Mattel Inc.,
389,Omnicare Inc.,
390,Corn Products International Inc.,
391,Symantec Corporation,
392,Advance Auto Parts Inc.,
393,Core-Mark Holding Company Inc.,
394,CC Media Holdings Inc.,
395,Expeditors International of Washington Inc.,
396,Mylan Inc.,
397,WESCO International Inc.,
398,Cognizant Technology Solutions Corporation,
399,CONSOL Energy Inc.,
400,PetSmart Inc.,
401,WellCare Health Plans Inc.,
402,CF Industries Holdings Inc.,
403,UGI Corporation,
404,The Hershey Company,
405,Group 1 Automotive Inc.,
406,MeadWestvaco Corporation,
407,Ryder System Inc.,
408,Eastman Kodak Company,
409,NiSource Inc.,
410,Rockwell Automation Inc.,
411,Mutual of Omaha Insurance Company,
412,The Shaw Group Inc.,
413,Harris Corporation,
414,Newell Rubbermaid Inc.,
415,Pepco Holdings Inc.,
416,CBRE Group Inc.,
417,Dr Pepper Snapple Group Inc.,
418,Avis Budget Group Inc.,
419,PVH Corp.,
420,Pacific Life,
421,General Cable Corporation,
422,Exelis Inc.,
423,Health Management Associates Inc.,
424,O’Reilly Automotive Inc.,
425,Fidelity National Information Services Inc.,
426,SLM Corporation,
427,Seaboard Corporation,
428,EMCOR Group Inc.,
429,Auto-Owners Insurance Group,
430,SanDisk Corporation,
431,Ralph Lauren Corporation,
432,Mohawk Industries Inc.,
433,Sealed Air Corporation,
434,Starwood Hotels & Resorts Worldwide Inc.,
435,Foot Locker Inc.,
436,Domtar Corporation,
437,St. Jude Medical Inc.,
438,Spectra Energy Corp,
439,Booz Allen Hamilton Holding Corp.,
440,CH2M HILL Companies Ltd.,
441,Kelly Services Inc.,
442,Avaya Inc.,
443,Laboratory Corporation of America Holdings,
444,Kindred Healthcare Inc.,
445,The Western Union Company,
446,SPX Corporation,
447,NCR Corporation,
448,Allergan Inc.,
449,Rock-Tenn Company,
450,Live Nation Entertainment Inc.,
451,Graybar Electric Company Inc.,
452,Momentive Specialty Chemicals Inc.,
453,Centene Corporation,
454,Owens Corning,
455,Catalyst Health Solutions Inc.,
456,The Clorox Company,
457,Bemis Company Inc.,
458,Harley-Davidson Inc.,
459,Con-way Inc.,
460,Insight Enterprises Inc.,
461,Pitney Bowes Inc.,
462,Wynn Resorts Limited,
463,BrightPoint Inc.,
464,Frontier Communications Corporation,
465,Gannett Co. Inc.,
466,Dick’s Sporting Goods Inc.,
467,Big Lots Inc.,
468,Allegheny Technologies Incorporated,
469,Telephone and Data Systems Inc.,
470,The Timken Company,
471,W.R. Berkley Corporation,
472,Fidelity National Financial Inc.,
473,Casey’s General Stores Inc.,
474,NetApp Inc.,
475,FMC Technologies Inc.,
476,Biogen Idec Inc.,
477,CVR Energy Inc.,
478,United Stationers Inc.,
479,Host Hotels & Resorts Inc.,
480,SunGard Data Systems Inc.,
481,Meritor Inc.,
482,Western & Southern Mutual Holding Company,
483,Yahoo! Inc.,
484,Vanguard Health Systems, Inc.
485,The Charles Schwab Corporation,
486,Susser Holdings Corporation,
487,YRC Worldwide Inc.,
488,El Paso Corporation,
489,CIT Group Inc.,
490,MetroPCS Communications Inc.,
491,Alliant Techsystems Inc.,
492,Celgene Corporation,
493,MRC Global Inc.,
494,Aleris Corporation,
495,The J.M. Smucker Company,
496,Rockwell Collins Inc.,
497,Erie Insurance Group,
498,Nash-Finch Company,
499,KeyCorp,
500,Molina Healthcare Inc.,
